title,company_name,description,posted_date:,niveau d'études requis,niveau d'expérience,contract_type,Region,Competence
Network Architect (M/F),AFRICASHORE,"We are looking for  Network Architect  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
  Deliver Core Backbone Network Designs in alignment with industry best practices.  
  Deliver Customer Network Designs in alignment with industry best practices.  
  Support and Alignment with Internal Teams.  
  Contributor to Automation Stakeholders to deliver speed and accuracy for the enablement of new services.  
  Perform Core Network Changes.  
  Manage technical Network solutions and framework of [24]7 Network infrastructure.  
  Perform Network troubleshooting to isolate and diagnose common Network problems.  
  Upgrade Network hardware and software components as required...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,BGP - CISCO - CVS - DHCP - DNS - ETHERNET - JUNIPER - MPLS - PYTHON - SNMP - TCP IP - WAN
DBA IMS/DB2 Z/OS(H/F),AFRICASHORE,"Nous recherchons des profils / CV de  DBA IMS/DB2 Z/OS (H/F)  pour les transmettre à nos clients dans le cadre de leurs futures campagnes de recrutement. 
		   
		  Mission :  
		   
		 
		 Assistance au développement technique Z/OS. 
		 Maintenance des projets, support aux analystes Z. 
		 Mise en œuvre opérationnelle des projets de développement. 
		 Assurer le maintien en conditions opérationnelles. 
		 Réaliser la maintenance (mise à jour de versions, patchs management). 
		 Construction de nouveaux socles techniques. 
		 Traitement et incidents de niveau 3. 
		 Suivi et analyse des performances.",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,ASSEMBLEUR - COBOL - DB2 - FORTRAN - ISPF - JCL - SAS - SDSF - TCP IP - TSO - TWS - VSAM
Z/OS System Engineer Senior Storage(H/F),AFRICASHORE,"Nous recherchons des profils / CV de  Z/OS System Engineer Senior Storage (H/F)  pour les transmettre à nos clients dans le cadre de leurs futures campagnes de recrutement.     Mission :  
		   
		 
		 Mise en œuvre, suivi et gestion technique opérationnelle des opérations, 
		 Enrichissement et rechargement des environnements Mainframe z/OS d’homologation et de répétition de bascules. 
		 Définition des partitions (création du socle, SGBD, middlewares transactionnels et flux, service techniques, sécurité), clonage et alimentation de données, interopération avec les environnements mainframe et distribués (non mainframe)....",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,CICS - DB2 - IBM - JCL - MVS - TSO - VSAM - ZOS
Ingénieur Système Z/OS Middleware (H/F),AFRICASHORE,"Nous recherchons des profils / CV de  Ingénieur Système Z/OS Middleware (H/F  )  pour les transmettre à nos clients dans le cadre de leurs futures campagnes de recrutement. 
		   
		  Mission :  
		   
		 
		 Ingénieur système Z/OS expérimenté, être capable d'installer, de paramétrer, d'activer et d'exécuter tant l'investigation et la résolution des problèmes des produits habituellement utilisés dans un environnement z/OS. 
		 Equipe en charge de la gestion d'un environnement mainframe (HW / SW) incluant la sécurité associée (RACF), le stockage (DASD, Tape, B&R, DRP), la conformité, la mé...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,ASSEMBLEUR - COBOL - JAVA - LDAP - NETVIEW - TCP IP - TWS - VTAM
Consultant SAP ABAP (H/F),AFRICASHORE,"Nous recherchons un  Consultant SAP ABAP (H/F)  pour notre client, une société multinationale dans le domaine des services informatiques. 
	   
	  Mission :  
	   
	 
	 Assurer la liaison avec les équipes de livraison pour aider à développer l'activité autour des caractéristiques techniques à venir, conformément à la stratégie et aux objectifs de l'organisation. 
	 Participation aux phases de conception et réalisation des développements. 
	 Mentorat des membres juniors de l'équipe ABAP ou de l'équipe technique au sein de l'organisation. Vous êtes en charge de la construction d'actifs et d'accélé...",04.06.2025,Bac+3,Expérience entre 2 ans et 5 ans,CDI - Freelance,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,ABAP - SAP
Consultant SAP FI-CO/PS (H/F),AFRICASHORE,"Nous recherchons un  Consultant SAP FI-CO/PS (H/F)  pour notre client, une société multinationale dans le domaine des services informatiques. 
	   
	  Mission :  
	   
	 
	 Concevoir, mettre en œuvre, déployer et soutenir les solutions financières SAP pour la finance, la comptabilité, le contrôle des coûts et le contrôle de gestion. 
	 Maintenir les compétences dans la conception et la configuration des processus des applications SAP ; la conception, le développement, l'intégration, les tests et le déploiement des applications SAP ; et l'architecture technique des applications SAP. 
	 Comprendre les exigences de l'entreprise afin de...",04.06.2025,Bac+3,Expérience entre 2 ans et 5 ans,CDI - Freelance,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,SAP
Consultant SAP EHS (H/F),AFRICASHORE,"Nous recherchons un  Consultant SAP EHS (H/F)  pour notre client, une société multinationale dans le domaine des services informatiques. 
	   
	  Mission :  
	   
	 
	 Définir le champ d'application et les priorités opérationnelles pour les changements à petite échelle et peut participer à des exercices de définition du champ d'application à plus grande échelle. 
	 Spécifier et documenter les exigences opérationnelles selon les instructions, en assurant la traçabilité jusqu'à la source. Les analysées pour s'assurer qu'elles correspondent aux objectifs de l'entreprise et qu'elles sont cohérentes...",04.06.2025,Bac+3,Expérience entre 2 ans et 5 ans,CDI - Freelance,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,REACH - SAP
Consultant SAP Senior (H/F),AFRICASHORE,"Nous recherchons un  Consultant SAP Sénior (H/F)  pour notre client, une société multinationale dans le domaine des services informatiques. 
	   
	  Mission :  
	   
	 
	 Participer aux études préalables et à l'élaboration des cahiers des charges. 
	 Mener de bout en bout les enrichissements/projets validés au carnet de travail Logistique SAP Achats, Stocks voire Production Planning (conception, paramétrage, réalisation, tests, conduite du changement, formation, support post go-live…) avec un fort engagement de résultat et une forte interaction avec les correspondants métiers. 
	 Participer au développement et au...",04.06.2025,Bac+3,Expérience entre 2 ans et 5 ans,CDI - Freelance,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,ABAP - SAP
Consultant SAP MM/SD/EWM/PP/QM/CAR (H/F),AFRICASHORE,"Nous recherchons un  Consultant SAP MM/SD/EWM/PP/QM/CAR (H/F)  pour notre client, une société multinationale dans le domaine des services informatiques. 
	   
	  Mission :  
	   
	 
	 Accompagner et soutenir nos utilisateurs sur leurs activités et problématiques quotidiennes en étant force de proposition pour l’amélioration continue de la solution. 
	 Mener de bout en bout les enrichissements/projets validés au carnet de travail Logistique SAP Achats, Stocks voire Production Planning (conception, paramétrage, réalisation, tests, conduite du changement, formation, support post go-live…) avec un fort engagement de résultat et une forte...",04.06.2025,Bac+3,Expérience entre 2 ans et 5 ans,CDI - Freelance,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,SAP
Lead Développeur Java JEE (H/F),AFRICASHORE,"Nous recherchons un  Lead Développeur Java JEE (H/F)  pour notre client, une société multinationale dans le domaine des services informatiques. 
	   
	  Poste & Mission :  
	   
	 Intégré-e dans la Direction R&D au sein du service d’Architecture Technique des équipes de Développement, en charge de domaines techniques précis, votre périmètre comprend. 
	   
	 
	 Conception et développements techniques sur des technologies java/JEE ; 
	 Evolution et maintenance du Framework du progiciel ; 
	 Instruction et débogage des problèmes techniques avancés ; 
	 Participation au chiffrage et à la conception...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,CDI - Freelance,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AGILE - CSS - ECLIPSE - HIBERNATE - HTML - JAVA - JAVA JEE - JAVASCRIPT - JENKINS - JUNIT - MAVEN - SPRING - UML
Développeur .Net,BOTTU,"Nous sommes à la recherche d'un  Développeur .Net.     Missions :     Participer à la conception, le développement des applications informatiques  Assurer le maintien et la mise en production de ces applications.",04.06.2025,Bac+5 et plus,Expérience entre 2 ans et 5 ans,CDI,Casablanca-Mohammedia,ASP - BOOTSTRAP - C# - JQUERY - MVC - NET - SQL
Investment Program Data and Reporting Assistant  - Casablanca,BOTTU,"In anticipation of an upcoming technical contract award, we are seeking a talented young fresh or recent graduate for a starter position (0-2 years experience including working internships) to support a multi-year regional green financing initiative in the Maghreb focused on investment in the private sector, based out of Casablanca, Morocco. The position, at the Casablanca office supports a successful multi-year initiative in financing green investment in the private sector in the Maghreb (circular economy industrial recycling, industrial and commercial energy efficiency, industrial renewable energy, etc.) financed via local financial institutions.  In case of fresh graduates, the position would begin with a remunerated pre-...",04.06.2025,"Bac+3, Bac+4 & Bac+5 et plus","Etudiant, jeune diplômé & Débutant < 2 ans","CDI, CDD & Stage",Casablanca-Mohammedia,Comptabilité - Finance - Gestion - HOME - Monitoring - Support
Assistant de Production en Réception d´Appel Service Technique - Casablanca,TECTRA RECRUTEMENT MAROC,Nous cherchons pour un centre de services basé sur Sidi Maarouf Zénith des  Assistants de Production en Réception d'Appel  pour de l'assistance technique.   Missions Principales :    Analyser les dysfonctionnements  Suivre la résolution du problème  Collaborer avec les équipes techniques ou le service opérationnel concerné,04.06.2025,Bac,Débutant < 2 ans,CDI,Casablanca-Mohammedia,Assistance - Assistance Technique - Réception
Technicien IT - Rabat,TECTRA RABAT - KENITRA,"Nous sommes à la recherche d'un  Technicien IT.    Missions :    Contrôler le déroulement de travaux  Contrôler la conformité d'un équipement, d'une machine, d'une installation  Diagnostiquer la nature et l'origine des incidents et mettre en œuvre les mesures correctives  Réaliser la maintenance de premier niveau  Surveiller le fonctionnement d'espaces disques  Surveiller les systèmes de réseau pour garantir leur fonctionnement optimal",04.06.2025,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,Intérim,Rabat-Salé-Kénitra,
Technicien Informatique (Exploitation et Réseaux) - Casablanca Ain Sabaa,BRICOMA,"Dans le cadre de renforcement de notre équipe au sein de la DSI, Bricoma recherche un  Technicien d’Exploitation et R  éseaux  sur Casablanca.    Missions   :    Rattaché au responsable d’exploitation, vous êtes en charge l’exploitation et la maintenance du matériel et logiciel afin d'en garantir la disponibilité permanente aux utilisateurs tout en garantissant un service de qualité.    Installation et configuration des éléments du matériel informatique (postes de travail, imprimantes, équipements de caisse)  Assurer la maintenance préventive et curative des équipements informatique  Résoudre les problèmes du câblage informatique et téléphonique  Assurer le bon fonctionnement des équipements...",03.06.2025,Bac+2,Expérience entre 2 ans et 5 ans,CDI,Casablanca-Mohammedia,LINUX
